nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,tconst,ordering,category,job,characters,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt1841542,20,producer,producer,\N,movie,Children's Party,Chillar Party,0,2011,\N,135,"Comedy,Drama,Family",7.5,9046
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt1986040,5,actor,\N,"[""Salman Khan""]",movie,Ishkq in Paris,Ishkq in Paris,0,2013,\N,95,"Comedy,Romance",3.8,856
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt2016894,1,actor,\N,"[""Tiger""]",movie,Ek Tha Tiger,Ek Tha Tiger,0,2012,\N,132,"Action,Adventure,Drama",5.7,40334
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt2112131,1,actor,\N,"[""Chulbul Pandey""]",movie,Fearless 2,Dabangg 2,0,2012,\N,120,"Action,Comedy,Crime",4.8,20605
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt2372222,1,actor,\N,"[""Devi Lal Singh""]",movie,Kick,Kick,0,2014,\N,146,"Action,Comedy,Crime",6.0,74293
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt2372222,2,actor,\N,"[""Devil""]",movie,Kick,Kick,0,2014,\N,146,"Action,Comedy,Crime",6.0,74293
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt27139868,2,actor,\N,\N,movie,Yo Yo Honey Singh: Famous,Yo Yo Honey Singh: Famous,0,2024,\N,80,"Documentary,Drama",6.8,4994
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt27757805,1,actor,\N,"[""Agent Bhaijaan""]",movie,Baby John,Baby John,0,2024,\N,159,"Action,Crime,Drama",5.2,17076
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt2831404,17,producer,producer,\N,movie,Dr. Cabbie,Dr. Cabbie,0,2014,\N,101,Comedy,6.0,3914
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt31712434,1,actor,\N,"[""Sanjay Rajkot""]",movie,Sikandar,Sikandar,0,2025,\N,148,"Action,Drama,Thriller",4.2,48875
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt31712434,2,actor,\N,"[""Sikandar""]",movie,Sikandar,Sikandar,0,2025,\N,148,"Action,Drama,Thriller",4.2,48875
